Unique_Identifier,Collection_Name,ISO_Code,Painting_Title,Painting_Description,Date_Painted_Start,Date_Painted_End,Artist_Name_INPUT,Artist_Dates_INPUT,Category,Tags,Painting_Title_Capitals
TWW0000008339,Newport Museum and Art Gallery,ENG,Newport Castle,,1763,1813,Edward Pugh,1763-1813,Buildings & Architecture,"castles,ruins,rivers,bridges,boats",Newport Castle
TWW0000008340,Newport Museum and Art Gallery,ENG,Caldicot Castle,,1860,1880,Elizabeth Harcourt Mitchell,1833-1910,Buildings & Architecture,"castles,ruins",Caldicot Castle
TWW0000008341,Newport Museum and Art Gallery,ENG,Newport on the Usk,,1888,1888,Ernest Ravenscroft,1852-1888,Landscapes & Seascapes,"rivers,boats,travel,transport,townscapes",Newport Usk
TWW0000008342,Newport Museum and Art Gallery,ENG,Snow at Allt-yr-yn,,1886,1886,Ernest Ravenscroft,1852-1888,Landscapes & Seascapes,"fields,people,social life,farms,residential buildings,buildings,roads",Snow Allt-yr-yn
TWW0000008344,Newport Museum and Art Gallery,ENG,Camel at Luxor,,1895,1895,Florence Blakiston Attwood Mathews,1842-1923,People & Society,"travel,transport,fauna,mammals,social life",Camel Luxor
TWW0000006161,Lambeth Archives,ENG,"Lambeth Fair, Fore Street, Lambeth",Entertainments at the Lambeth Fair looking north-east along Fore Street towards The Swan Inn and St. Mary's church. The fair was held traditionally on 1st March each year.,1850,1850,Unknown Artist,,Buildings & Architecture,"leisure,markets,trade,people,social life,industries,professions","Lambeth Fair, Fore Street, Lambeth"
TWW0000006162,Lambeth Archives,ENG,"Lambeth Turnpike, Westminster Bridge Road, Lambeth",The Lambeth Turnpike on Westminster Bridge Road was situated opposite the corner with Lower Marsh. This view is from the north-west.,1790,1790,Unknown Artist,,Buildings & Architecture,"roads,bridges,public spaces","Lambeth Turnpike, Westminster Bridge Road, Lambeth"
TWW0000006163,Lambeth Archives,ENG,"Old Kennington Green, Kennington","An idealised watercolour c.1875, looking north up Kennington Road from Kennington Green epicting how it would have appeared in the late 18th century, showing a house on the right that was 'once a post house'. The Vestry Hall was built in 1853 on the right and the public house opposite is perhaps The Cock.",1785,1785,Unknown Artist,,Buildings & Architecture,parks,"Old Kennington Green, Kennington"
TWW0000006164,Lambeth Archives,ENG,"Old Houses, Kennington Road, Kennington","Old houses in Kennington Road opposite Vestry Hall. The gabled building was formerly an old Post House and the row of cottages beyond were sometimes known as the 'Plague Cottages', so called because they were used as a mortuary for victims of the Great Plague when they were half built. They were demolished in the late 19th century.",1890,1890,Unknown Artist,,Buildings & Architecture,"roads,residential buildings","Old Houses, Kennington Road, Kennington"
TWW0000006165,Lambeth Archives,ENG,"Cricket Match, Kennington Oval","A cricket match underway at the Oval, Kennington. Built on Duchy of Cornwall land the distinctive oval shape was created c.1789 when a new road was laid out on land held by nurserymen William Malcolm and James and George Mitchelson. In 1790 it was leased to the Mitchelsons as a market garden and later various housing plans were rejected by the Duchy. In 1845 Mr Houghton of Brixton Hill proposed a 'Subscription Cricket Ground' and was accepted as the leasee for the Montpellier Club, playing the first game in March of that year, after 10,000 turves from Tooting Common had been laid. The Surrey Club, founded in the Horn Tavern 4 months earlier, initially shared the ground before becoming the leaseholder. This picture shows the old market garden buildings in use as the pavilion and public house - the small right-hand building was replaced in 1858.",1850,1850,Unknown Artist,,Buildings & Architecture,"leisure,sport,fields,landscapes","Cricket Match, Kennington Oval"
TWW0000006166,Lambeth Archives,ENG,Old Houses at Vauxhall opposite Burnett's,"A basket weavers' premises in a row of run-down cottages off the High Street, Vauxhall, with the railway arches beyond.",1880,1880,Unknown Artist,,Buildings & Architecture,"residential buildings,people,roads",Old Houses Vauxhall Burnett's
TWW0000006167,Lambeth Archives,ENG,"Loughborough House, Loughborough Road, Brixton North","The main front of Loughborough House, Loughborough (House) Road, Brixton North. Watercolour by an artist, 1799, annotated 'now a boarding school'. The house was built at the beginning of the 17th century and named after Henry Hastings, 1st Baron Loughborough. It became an academy for young men in 1785 and was demolished in 1854.",1799,1799,Unknown Artist,,Buildings & Architecture,"residential buildings,roads,gardens","Loughborough House, Loughborough Road, Brixton North"
TWW0000006168,Lambeth Archives,ENG,"Prison, Lollards Tower, Lambeth Palace","A view towards the stairs from the prison in Lollards' Tower, Lambeth Palace. The lower portion of the tower was built by Archbishop Henry Chichele in 1434-5 then known as the Water Tower, a reference to the water-gate at its base. This uppermost room was added as a prison c.1500 and first referred to as the Lollards' Tower in 1647, after the early 16th century heretics assumed to have been prisoned within. Other notable prisoners have included the Earl of Essex, former favourite of Queen Elizabeth on his way to The Tower, and Royalist poet Lovelace. The 13Â½ x 9Â½ft room is lined with oak planks and has iron rings to shackle those incarcerated. It was partially damaged by incendiary bombs in World War II.",1792,1792,Unknown Artist,,Buildings & Architecture,"religious buildings,government buildings","Prison, Lollards Tower, Lambeth Palace"
TWW0000006169,Lambeth Archives,ENG,"Thrale Place, Streatham Park, Streatham Central","Streatham Park, Mr.Thrale's House, from the avenue. Situated south of Tooting Bec Road facing the common.",1850,1850,Unknown Artist,,Buildings & Architecture,"residential buildings,parks","Thrale Place, Streatham Park, Streatham Central"
TWW0000006170,Lambeth Archives,ENG,Given to the Master of the Lambeth Workhouse where the artist was an inmate,"Lambeth Palace and St. Mary's church with the pier in the foreground, seen from Lambeth Bridge.",1896,1896,W. Bowen,,Buildings & Architecture,religious buildings,Given Master Lambeth Workhouse
TWW0000006171,Lambeth Archives,ENG,"Lambeth Palace, Lambeth","Lambeth Palace and St. Mary's Church as seen from across the river. Lambeth Palace is the residence of the Archbishop of Canterbury, the trees seen in front of the building mark Bishop's Walk along the river.",1800,1800,W. Cooke,,Buildings & Architecture,religious buildings,"Lambeth Palace, Lambeth"
TWW0000006172,Lambeth Archives,ENG,In my Garden,"The terrace steps in the garden of Stowey House, Clapham Common South Side. The house, originally built c.1730, was the childhood home of Lytton Strachey. It was later the home of William Henry Urwick a wine merchant until his death in 1914. Stowey was demolished in 1966 for the construction of a comprehensive school which is now Lambeth College.",1900,1900,W. H Urwick,,Buildings & Architecture,"gardens,domestic life",In Garden
TWW0000006173,Lambeth Archives,ENG,"Bridge House, Lambeth Road, Lambeth","Old Houses, Lambeth Bridge' by W.H.Chatfield, shows the buildings at the western end of Lambeth Road (Church Street) adjacent to the bridge. The Star and Garter public house on the left next to a tobacconist, and adjacent Bridge House states 'This is Akerman, Dining Room, Tea, Coffee'. The houses had been demolished by the end of the 1880s although the site was left vacant for many years.",1882,1882,W. H. Chatfield,,Buildings & Architecture,residential buildings,"Bridge House, Lambeth Road, Lambeth"
TWW0000006174,Lambeth Archives,ENG,"Bishop's Walk, Lambeth","View south of Thameside houses along Bishop's Walk, Lambeth, with the grounds of Lambeth Palace on the left and a boat being delivered to Searle's boatyard, adjacent to Rorke's gilding and carving premises.",1840,1840,W. Hinchiffe,,Buildings & Architecture,roads,"Bishop's Walk, Lambeth"
TWW0000001205,Bristol Museum & Art Gallery,ENG,Farm Buildings at the Edge of a Mustard Field,,1852,1944,George Clausen,1852-1944,Buildings & Architecture,"fields,trees,farms,buildings",Farm Buildings Edge Mustard Field
TWW0000001206,Bristol Museum & Art Gallery,ENG,"Cookham Dean, Winter",,1890,1890,George Clausen,1852-1944,Landscapes & Seascapes,"snow,buildings,roads","Cookham Dean, Winter"
TWW0000001207,Bristol Museum & Art Gallery,ENG,"View of San Giorgio, Venice",,1908,1908,George Clausen,1852-1944,Landscapes & Seascapes,"religious buildings,boats,islands,travel,transport","View San Giorgio, Venice"
TWW0000001208,Bristol Museum & Art Gallery,ENG,"Farmhouse at Widdington, with Barns",,1892,1892,George Clausen,1852-1944,Buildings & Architecture,"cottages,residential buildings,farms","Farmhouse Widdington, Barns"
TWW0000001209,Bristol Museum & Art Gallery,ENG,"Entrance to Village, Widdington",,1892,1892,George Clausen,1852-1944,Buildings & Architecture,"cottages,villages,residential buildings","Entrance Village, Widdington"
TWW0000001210,Bristol Museum & Art Gallery,ENG,St. Philip's Ferry,,1754,1848,George Cumberland,1754-1848,Buildings & Architecture,"rivers,boats,travel,transport,residential buildings",St. Philip's Ferry
TWW0000001211,Bristol Museum & Art Gallery,ENG,View of Pill,,1814,1814,George Cumberland,1754-1848,Buildings & Architecture,"residential buildings,people,society,dogs",View Pill
TWW0000001212,Bristol Museum & Art Gallery,ENG,"Windmill Hill, Clifton, Looking Towards Leigh Woods",,1754,1848,George Cumberland,1754-1848,Landscapes & Seascapes,"cliffs,people","Windmill Hill, Clifton, Looking Towards Leigh Woods"
TWW0000001213,Bristol Museum & Art Gallery,ENG,View of Ashton Court,,1754,1848,George Cumberland,1754-1848,Landscapes & Seascapes,"stately homes,residential buildings",View Ashton Court
TWW0000001214,Bristol Museum & Art Gallery,ENG,"Cow Castle, or Simonsbath, Ancient Fortifications on Exmoor",,1754,1848,George Cumberland,1754-1848,Landscapes & Seascapes,"ruins,hills,castles,rivers","Cow Castle, Simonsbath, Ancient Fortifications Exmoor"
TWW0000001215,Bristol Museum & Art Gallery,ENG,"Interior of a Flour Mill, Stapleton",,1754,1848,George Cumberland,1754-1848,Industries & Professions,"interiors,mills","Interior Flour Mill, Stapleton"
TWW0000001216,Bristol Museum & Art Gallery,ENG,Leigh Woods at the Top of Dark Valley After a Fall of Rocks,,1754,1848,George Cumberland,1754-1848,Landscapes & Seascapes,"trees,forests",Leigh Woods Top Dark Valley After Fall Rocks
TWW0000001217,Bristol Museum & Art Gallery,ENG,Leigh Woods at the Top of Dark Valley,,1754,1848,George Cumberland,1754-1848,Landscapes & Seascapes,"trees,forests",Leigh Woods Top Dark Valley
TWW0000001218,Bristol Museum & Art Gallery,ENG,Leigh Woods Seen From the Bank,,1754,1848,George Cumberland,1754-1848,Landscapes & Seascapes,"trees,forests,cliffs,hills",Leigh Woods Seen From Bank
TWW0000001723,Bristol Museum & Art Gallery,ENG,Old Hotwell House,,1822,1822,Samuel Jackson,1794-1868,Landscapes & Seascapes,"rivers,residential buildings,boats",Old Hotwell House
TWW0000001724,Bristol Museum & Art Gallery,ENG,The Mouth of the River Avon from Kingsweston Hill,,1825,1825,Samuel Jackson,1794-1868,Travel & Transport,"horses,people,roads,society,forests,coasts,rivers,landscapes",The Mouth River Avon Kingsweston Hill
TWW0000001725,Bristol Museum & Art Gallery,ENG,"The Avon, Near Hotwells",,1794,1869,Samuel Jackson,1794-1868,Travel & Transport,"landscapes,boats,valleys,rivers","The Avon, Near Hotwells"
TWW0000001726,Bristol Museum & Art Gallery,ENG,View of the Avon from near Shirehampton,,1794,1869,Samuel Jackson,1794-1868,Landscapes & Seascapes,"cliffs,valleys,boats,travel,transport",View Avon Shirehampton
TWW0000001727,Bristol Museum & Art Gallery,ENG,The Avon with Quarry Yard,,1794,1869,Samuel Jackson,1794-1868,Landscapes & Seascapes,"rivers,valleys,cliffs,boats",The Avon Quarry Yard
TWW0000001728,Bristol Museum & Art Gallery,ENG,A View towards Clifton from Wapping,,1825,1825,Samuel Jackson,1794-1868,Landscapes & Seascapes,"coasts,boats,rivers,fishing,residential buildings,factories,ships",A View Clifton Wapping
TWW0000001729,Bristol Museum & Art Gallery,ENG,Cook's Folly and the River Avon,,1840,1840,Samuel Jackson,1794-1868,Landscapes & Seascapes,"rivers,ships,architecture,people,leisure",Cook's Folly River Avon
TWW0000001730,Bristol Museum & Art Gallery,ENG,View of Brislington Church and Village,,1823,1823,Samuel Jackson,1794-1868,Landscapes & Seascapes,"residential buildings,villages,gardens,cows,fields,religious buildings",View Brislington Church Village
TWW0000001731,Bristol Museum & Art Gallery,ENG,Kingsweston,,1794,1869,Samuel Jackson,1794-1868,Landscapes & Seascapes,"hills,fields,rivers,wetlands,trees",Kingsweston
TWW0000001732,Bristol Museum & Art Gallery,ENG,The Avon Gorge at Sunset,,1825,1825,Samuel Jackson,1794-1868,Landscapes & Seascapes,"valleys,ships,cliffs,rivers",The Avon Gorge Sunset
TWW0000001733,Bristol Museum & Art Gallery,ENG,"Dolbadarn Castle, Llanberis Lake",,1833,1833,Samuel Jackson,1794-1868,Landscapes & Seascapes,"castles,ruins,mountains,valleys,lakes","Dolbadarn Castle, Llanberis Lake"
TWW0000001734,Bristol Museum & Art Gallery,ENG,Old Hotwell House,,1822,1822,Samuel Jackson,1794-1868,Buildings & Architecture,"residential buildings,boats,cliffs,rivers,travel,transport",Old Hotwell House
TWW0000001735,Bristol Museum & Art Gallery,ENG,Tintern Abbey,,1825,1825,Samuel Jackson,1794-1868,Buildings & Architecture,"religious buildings,rivers,ruins,boats,cottages,landscapes",Tintern Abbey
TWW0000001736,Bristol Museum & Art Gallery,ENG,Snowdon From Llanberis Lake,,1794,1869,Samuel Jackson,1794-1868,Landscapes & Seascapes,"hills,mountains,cows,bridges,lakes,fishing",Snowdon From Llanberis Lake
TWW0000006260,Maidstone Museums,ENG,Cottage at Mansell Lacy near Hereford,,1840,1908,"Wilmot Pilsbury ",1840-1908,Buildings & Architecture,"residential buildings,gardens,landscapes,fields",Cottage Mansell Lacy Hereford
TWW0000006261,Maison de Balzac,ENG,Lys dans la Vallée,"Attributed to Marie du Fresnay, who is said to have inspired the novel 'EugÃ©nie Grandet', by HonorÃ© de Balzac 1799-1850 and to whom it is dedicated.",1809,1892,Marie du Fresnay,1809-1892,Buildings & Architecture,"stately homes,residential buildings,goats",Lys Vallée
TWW0000006262,Manchester Art Gallery,ENG,Manchester Cathedral,,1892,1892,A. J. Mavrogordato,fl.1914,Buildings & Architecture,"religious buildings,cityscapes,roads,towers,people",Manchester Cathedral
TWW0000006263,Manchester Art Gallery,ENG,"The Greek Theatre, Taormina, Sicily",,1911,1911,A. J. Mavrogordato,fl.1914,Buildings & Architecture,"theatre,ruins,coasts","The Greek Theatre, Taormina, Sicily"
TWW0000006264,Manchester Art Gallery,ENG,"Market Place, Manchester in the 18th Century",,1820,1820,A. McArthur,,Buildings & Architecture,"markets,shops,roads,residential buildings,horse-drawn","Market Place, Manchester 18th Century"
TWW0000006266,Manchester Art Gallery,ENG,Glen Falloch,,1847,1847,"A. V. Copley Fielding ",1787-1855,Landscapes & Seascapes,"hills,mountains,forests",Glen Falloch
TWW0000006267,Manchester Art Gallery,ENG,Assisi,,1905,1905,Albert Goodwin,1845-1932,Landscapes & Seascapes,"lakes,hills,townscapes",Assisi
TWW0000006268,Manchester Art Gallery,ENG,The Caravan Route,,1903,1903,Albert Goodwin,1845-1932,Landscapes & Seascapes,roads,The Caravan Route
TWW0000006269,Manchester Art Gallery,ENG,The Venetian Lagoons,,1906,1906,Albert Goodwin,1845-1932,Landscapes & Seascapes,"religious buildings,boats",The Venetian Lagoons
TWW0000006270,Manchester Art Gallery,ENG,Lincoln,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"religious buildings,residential buildings,cityscapes",Lincoln
TWW0000006271,Manchester Art Gallery,ENG,Wythenshawe Hall,,1801,1900,Albert Pollitt,1856-1926,Buildings & Architecture,"stately homes,trees",Wythenshawe Hall
TWW0000006272,Manchester Art Gallery,ENG,Landscape with cottage and farm cart,,1801,1900,Alfred Brothers,1826-1912,Buildings & Architecture,"landscapes,cottages,farms,horse-drawn,trees",Landscape
TWW0000006903,Manchester Art Gallery,ENG,"Tower on the River Ouse, York",A river landscape with a tower on the right bank. There is a sailed boat with a group of figures to the left of the tower and a rowing boat with two figures in it out on the river to the left.,1830,1830,Peter De Wint,1784-1849,Buildings & Architecture,"towers,rivers,boats,people","Tower River Ouse, York"
TWW0000006904,Manchester Art Gallery,ENG,"Barges on the River Medway, Kent",River landscape. The river is in the foreground with boats and barges to the left foreground and a single boat to the right middleground. Higher ground can be seen in the background.,1825,1825,Peter De Wint,1784-1849,Buildings & Architecture,"rivers,boats,hills","Barges River Medway, Kent"
TWW0000006905,Manchester Art Gallery,ENG,"Haddon Hall from the Meadows, Derbyshire",Riverside landscape with river to the left and cattle in a meadow to the right foreground. Trees in the middleground surround a castle on a hill in the background.,1825,1825,Peter De Wint,1784-1849,Buildings & Architecture,"mammals,cows,castles,hills","Haddon Hall Meadows, Derbyshire"
TWW0000006906,Manchester Art Gallery,ENG,"Ancaster Church, Lincolnshire",,1825,1825,Peter De Wint,1784-1849,Buildings & Architecture,"religious buildings,landscapes,lakes","Ancaster Church, Lincolnshire"
TWW0000006907,Manchester Art Gallery,ENG,"Caernarvon Castle, North Wales",,1784,1849,Peter De Wint,1784-1849,Buildings & Architecture,"castles,ruins,boats,rivers,landscapes","Caernarvon Castle, North Wales"
TWW0000006908,Manchester Art Gallery,ENG,A Wheelright's Shop,,1804,1849,Peter De Wint,1784-1849,Industries & Professions,"shops,cottages",A Wheelright's Shop
TWW0000006909,Manchester Art Gallery,ENG,"Haddon Hall from the Meadows, Derbyshire",,1825,1825,Peter De Wint,1784-1849,Buildings & Architecture,"fields,landscapes,rivers,trees,cattle,buildings","Haddon Hall Meadows, Derbyshire"
TWW0000006910,Manchester Art Gallery,ENG,"Barges on the River Medway, Kent",,1825,1825,Peter De Wint,1784-1849,Landscapes & Seascapes,"boats,canals,rivers","Barges River Medway, Kent"
TWW0000006911,Manchester Art Gallery,ENG,"Harewood Castle, Yorkshire",,1814,1814,Peter De Wint,1784-1849,Buildings & Architecture,"castles,landscapes,people,trees,ruins","Harewood Castle, Yorkshire"
TWW0000006912,Manchester Art Gallery,ENG,Cattle under Trees,,1825,1825,Peter De Wint,1784-1849,Landscapes & Seascapes,"mammals,cows,trees,landscapes,fields,cattle",Cattle Trees
TWW0000006913,Manchester Art Gallery,ENG,Coastal Landscape,,1825,1825,Peter De Wint,1784-1849,Landscapes & Seascapes,"coasts,landscapes,boats,bays,people",Coastal Landscape
TWW0000006914,Manchester Art Gallery,ENG,"Newark Castle, Nottinghamshire",,1825,1825,Peter De Wint,1784-1849,Buildings & Architecture,"castles,rivers,bridges","Newark Castle, Nottinghamshire"
TWW0000006915,Manchester Art Gallery,ENG,"Tower on the River Ouse, York",,1830,1830,Peter De Wint,1784-1849,Buildings & Architecture,"towers,rivers,landscapes,boats,ruins","Tower River Ouse, York"
TWW0000006916,Manchester Art Gallery,ENG,Harvest Time,,1820,1820,Peter De Wint,1784-1849,Landscapes & Seascapes,"agriculture,fields,people",Harvest Time
TWW0000009829,Rijksmuseum,NLD,Gezicht op de haven van Trani vanaf het water,"View of Trani Harbor from the water. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"boats,ships,ports,buildings,architecture,travel",Gezicht Trani
TWW0000009830,Rijksmuseum,NLD,Gezicht op de haven van Trani,"View of Trani Harbor. 

Gezicht op de haven van Trani, Louis Ducros, 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"boats,ships,ports,buildings,architecture",Gezicht Trani
TWW0000009831,Rijksmuseum,NLD,Gezicht op de stad Molfetta aan de kust,"View of the Coastal Town of Molfetta. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"religious buildings,architecture,buildings,boats,coasts,ports,travel,townscapes",Gezicht Molfetta
TWW0000009832,Rijksmuseum,NLD,Gezicht op de bouwplaats van Bari,"View of the constuction site of Bari. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Industries & Professions,"construction,people,society,manufacturing,mammals,goats,boats,seascapes,buildings,ports",Gezicht Bari
TWW0000009833,Rijksmuseum,NLD,Gezicht op de rede met schepen voor anker bij Bari,"View of Bari with Ships at Anchor. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"ports,people,leisure,boats,buildings,travel,coasts",Gezicht Bari
TWW0000009834,Rijksmuseum,NLD,Gezicht op de kust van de Adriatische zee met een observatietoren aan de overzijde van Monopoli,"View of the Adriatic Coast with a watchtower on the other side of Monopoli. 

Gezicht op de kust van de Adriatische zee met een observatietoren aan de overzijde van Monopoli, Louis Ducros, 1778. Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"towers,coasts,buildings,architecture,hills,cliffs",Gezicht Adriatische Monopoli
TWW0000009835,Rijksmuseum,NLD,Gezicht op de Golf van Gaeta tegenover het postkoetshuis bij Molo di Gaëta,"View of the Golf of Gaeta opposite the post office house of Gaeta. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.

Number, handgeschreven: â€˜No 11 Vue de Golfe de GaÃ«ta, prise de la maison de poste Ã  Molo di GaÃ«taâ€™.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"cityscapes,trees,coasts,bays,religious buildings,buildings,architecture",Gezicht Golf Gaeta Molo Gaëta
TWW0000009836,Rijksmuseum,NLD,Gezicht op de Capo della Colonna,"View of the Capo Colonna. 

Gezicht op de Capo della Colonna, Louis Ducros, 1778. Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"coasts,buildings",Gezicht Capo Colonna
TWW0000009837,Rijksmuseum,NLD,Gezicht op de kaap van Bruzzano en de punt van kaap Spartivento,"View of the Cape of Bruzzano and the peak of Cape Spartivento. 

Gezicht op de kaap van Bruzzano en de punt van kaap Spartivento, Louis Ducros, 1778. Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"boats,coasts,hills",Gezicht Bruzzano Spartivento
TWW0000009838,Rijksmuseum,NLD,Gezicht op de kust van Pentidatilo aan de overzijde van kaap Spartivento,"View of the coast of Pentidatilo on the other side of Cape Spartivento. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.

Number, handgeschreven: â€˜No 125 Vue de la cÃ´te de Pentidatilo au delÃ  du Cap de Spartiventoâ€™.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"cliffs,hills,coasts,mountains",Gezicht Pentidatilo Spartivento
TWW0000009839,Rijksmuseum,NLD,Gezicht vanaf Reggio op Sicilië,"View of Reggio in Sicily. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.

Inscription, handgeschreven: â€˜No 129 Vue prise en traversant de Reggio en Sicileâ€™.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"coasts,forts,buildings,architecture,hills,mountains,volcanoes",Gezicht Reggio Sicilië
TWW0000009840,Rijksmuseum,NLD,Gezicht op haven van Messina en bergen van Calabrië vanaf kade,"View of the harbour of Messina and mountains of Calabria from the Quay. 

Gezicht op haven van Messina en bergen van CalabriÃ« vanaf kade, Louis Ducros, 1778. Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"ports,cityscapes,coasts,islands,hills,ships,boats,buildings,architecture",Gezicht Messina Calabrië
TWW0000009841,Rijksmuseum,NLD,Gezicht op de achterzijde van kasteel San Salvatore en Messina vanuit de haven,"View of the back of Castle San Salvatore and Messina from the Harbor. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.

Inscription, handgeschreven: â€˜No 136 Vue du derriÃ¨re du ChÃ¢teau de San Salvatore, & de la Ville de Messine, prise du portâ€™.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"ports,cityscapes,coasts,islands,hills,ships,buildings,architecture,castles",Gezicht San Salvatore Messina
TWW0000009842,Rijksmuseum,NLD,Rots en stad Scilla in de regio Calabrië aan de oostkust,"Rocks and the Town of Scilla in Calabria on the East Coast. 

Tekening uit het album 'Voyage en Italie, en Sicile et Ã  Malte', 1778.

Inscription, handgeschreven: â€˜No 174 Rocher & Ville de Scilla en Calabre; vue prise du cÃ´tÃ© de l'Orientâ€™.",1778,1778,Louis Ducros,1748-1810,Landscapes & Seascapes,"ports,cityscapes,coasts,hills,boats,buildings,architecture,castles,forts,cliffs,people",Rots Scilla Calabrië
TWW0000001891,Bristol Museum & Art Gallery,ENG,Mary-le-Port Street,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"roads,townscapes",Mary-le-Port Street
TWW0000001892,Bristol Museum & Art Gallery,ENG,Mary-le-Port Street,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"roads,townscapes,professions",Mary-le-Port Street
TWW0000001893,Bristol Museum & Art Gallery,ENG,St. James's Barton,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"roads,townscapes,public spaces",St. James's Barton
TWW0000001894,Bristol Museum & Art Gallery,ENG,"Old Houses in Lewin's Mead, showing the 'Adam and Eve'",,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"professions,social life","Old Houses Lewin's Mead, 'Adam Eve'"
TWW0000001895,Bristol Museum & Art Gallery,ENG,Spring Hill from King Square,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"roads,townscapes",Spring Hill King Square
TWW0000001896,Bristol Museum & Art Gallery,ENG,Corner of St. James's Back and Broadmead,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"residential buildings,roads,social life",Corner St. James's Back Broadmead
TWW0000001897,Bristol Museum & Art Gallery,ENG,North-West Angle of Broadmead,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,professions,North-West Angle Broadmead
TWW0000001898,Bristol Museum & Art Gallery,ENG,Part of St. James's Back,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"residential buildings,roads,professions",Part St. James's Back
TWW0000001899,Bristol Museum & Art Gallery,ENG,Montague Street and houses on Kingsdown,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"roads,townscapes,hills",Montague Street Kingsdown
TWW0000001900,Bristol Museum & Art Gallery,ENG,View from St. James's Churchyard,,1825,1825,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"cityscapes,domestic life,roads,residential buildings",View St. James's Churchyard
TWW0000001901,Bristol Museum & Art Gallery,ENG,"Back of Infirmary, showing Whitson Street",,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,residential buildings,"Back Infirmary, Whitson Street"
TWW0000001902,Bristol Museum & Art Gallery,ENG,Part of Magdalen Lane showing the Infirmary,,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"residential buildings,roads",Part Magdalen Lane Infirmary
TWW0000001903,Bristol Museum & Art Gallery,ENG,"Silver Street and St James's Back, looking South",,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,"townscapes,residential buildings,professions,social life","Silver Street St James's Back, South"
TWW0000001904,Bristol Museum & Art Gallery,ENG,"Merchant Taylors' Almshouses, Merchant Street",,1783,1853,Thomas Leeson Rowbotham,1783-1853,Buildings & Architecture,government buildings,"Merchant Taylors' Almshouses, Merchant Street"
TWW0000002689,Chris Beetles Gallery,ENG,St. James's Square from Charles II Street,,1900,1900,Rose Barton,1865-1929,Travel & Transport,"town squares,roads,horse-drawn,buildings",St. James's Square Charles Street
TWW0000002690,Chris Beetles Gallery,ENG,Hay Barges on the Thames,,1900,1900,Rose Barton,1865-1929,Travel & Transport,"rivers,buildings,people,boats",Hay Barges Thames
TWW0000002691,Chris Beetles Gallery,ENG,Oxford Street from the Corner of Bond Street,,1892,1892,Rose Barton,1865-1929,People & Society,"roads,shops,buildings,people,horse-drawn",Oxford Street Corner Bond Street
TWW0000002692,Chris Beetles Gallery,ENG,"The Liffey, Dublin",,1900,1900,Rose Barton,1865-1929,Travel & Transport,"ships,rivers,ports","The Liffey, Dublin"
